"name","country","operator","users","purpose","perigee","apogee","launch_mass","date_of_launch","expected_lifetime",
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)","USA","US Air Force","Military","Earth Observation",35770,35790,4500,2013-03-19,12.000000,
"SBIRS GEO 3 (Space Based Infrared System Geosynchronous 3, USA 273)","USA","US Air Force","Military","Earth Observation",35779,35785,4500,2017-01-20,12.000000,
"SBIRS GEO 4 (Space Based Infrared System Geosynchronous 4, USA 282)","USA","US Air Force","Military","Earth Observation",35758,35815,4500,2018-01-19,12.000000,
"SBIRS GEO 5 (Space Based Infrared System Geosynchronous 5, USA 315)","USA","US Air Force","Military","Earth Observation",35778,35797,4850,2021-05-18,12.000000,
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)","USA","Strategic Space Command/Space Surveillance Network","Military","Space Observation",631,634,1031,2010-09-26,-1.000000,
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1017,1203,5000,2005-02-03,-1.000000,
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1016,1203,5000,2005-02-03,-1.000000,
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1015,1200,5000,2007-06-15,-1.000000,
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1016,1201,5000,2007-06-15,-1.000000,
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1019,1205,-1,2011-04-15,-1.000000,
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1014,1201,5000,2011-04-15,-1.000000,
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1012,1203,6500,2012-09-13,-1.000000,
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1012,1203,6500,2012-09-13,-1.000000,
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1014,1099,6500,2015-10-08,-1.000000,
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1014,1099,6500,2015-10-08,-1.000000,
"SB-WASS 3-8 (Space Based Wide Area Surveillance System) NOSS 3-8, USA 274, NRO L79, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1009,1204,6500,2017-03-01,-1.000000,
"SB-WASS 3-8 (Space Based Wide Area Surveillance System) NOSS 3-8, USA 274, NRO L79, Intruder)","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation",1009,1204,6500,2017-03-01,-1.000000,
"ScatSat-1","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",717,731,371,2016-09-26,5.000000,
"SCD-1 (Satélite de Coleta de Dados)","Brazil","Instituto Nacional de Pesquisas Espaciais (INPE)","Government","Earth Observation",716,776,110,1993-02-09,3.000000,
"SCD-2 (Satélite de Coleta de Dados)","Brazil","Instituto Nacional de Pesquisas Espaciais (INPE)","Government","Earth Observation",735,760,110,1998-10-23,3.000000,
"Scisat-1 (Atmospheric Chemistry Experiment)","Canada","Canadian Space Agency","Government","Space Science",638,649,150,2003-08-12,-1.000000,
"SDGSAT 1 (Sustainable Development Science Satellite 1)","China","Chinese Academy of Sciences","Government","Earth Observation",502,513,500,2021-11-05,-1.000000,
"SDO (Solar Dynamics Observatory)","USA","National Aeronautics and Space Administration (NASA)","Government","Space Science",35779,35791,3100,2010-02-11,5.000000,
"SDS III-4 (Satellite Data System) (NRO L-1, USA 179, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",500,39850,-1,2004-08-31,10.000000,
"SDS III-5 (Satellite Data System) (NRO L-24, USA 198, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",400,39966,-1,2007-12-10,10.000000,
"SDS III-6 (Satellite Data System) NRO L-27, USA 227, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",35770,35803,-1,2011-03-02,-1.000000,
"SDS III-7 (Satellite Data System) NRO L-38, USA 236, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",35771,35805,-1,2012-06-20,-1.000000,
"SDS III-8 (Satellite Data System) NRO L-33, USA 252, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",35500,35500,-1,2014-05-22,-1.000000,
"SDS IV-1 (Satellite Data System, NRO L-61, USA 269, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",35777,35796,-1,2016-07-28,-1.000000,
"SDS IV-2 (Satellite Data System, NRO L-62, USA 279, Quasar)","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications",35786,35802,-1,2017-10-15,-1.000000,
"SDS-4 (Small Demonstration Satellite-4)","Japan","Japan Aerospace Exploration Agency (JAXA)","Government","Technology Development",661,673,50,2012-05-17,2.000000,
"Seahawk-1","USA","University of North Carolina - Wilmington","Civil","Earth Observation",573,587,4,2018-12-03,-1.000000,
"SEEDS 2","Japan","Nihon University","Civil","Technology Development",607,627,3,2008-04-28,-1.000000,
"SeeMe (Space Enabled Effects for Military Engagements satellite)","USA","Defense Advanced Research Projects Agency (DARPA)","Military","Earth Observation",573,590,25,2018-12-03,-1.000000,
"Sentinel 1A","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",691,693,2300,2014-04-03,7.000000,
"Sentinel 1B","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",695,697,2300,2016-04-25,7.000000,
"Sentinel 2A","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",787,788,1130,2015-06-23,7.000000,
"Sentinel 2B","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",777,779,1130,2017-03-06,7.000000,
"Sentinel 3A","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",802,804,2300,2016-02-16,7.000000,
"Sentinel 3B","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",802,815,2300,2018-04-25,7.000000,
"Sentinel 5P (Sentinel 5 Precursor)","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",816,819,820,2017-10-13,7.000000,
"Sentinel 6 (Michael Freilich)","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation",1308,1327,1192,2020-11-21,5.000000,
"SES-1 (AMC-4R)","Luxembourg","SES S.A.","Commercial","Communications",35781,35793,-1,2010-04-24,15.000000,
"SES-10","Luxembourg","SES S.A.","Commercial","Communications",35777,35799,5271,2017-03-30,15.000000,
"SES-11/EchoStar 105","Luxembourg","SES S.A./EchoStar Satellite Services, LLC","Commercial","Communications",35785,35801,5200,2017-10-11,15.000000,
"SES-12","Luxembourg","SES S.A.","Commercial","Communications",35785,35785,5300,2018-06-04,15.000000,
"SES-14","Luxembourg","SES S.A.","Commercial","Communications",35785,35785,4423,2018-01-25,15.000000,
"SES-15","Luxembourg","SES S.A.","Commercial","Communications",35777,35777,-1,2017-05-18,18.000000,
"SES-17","Luxembourg","SES S.A.","Commercial","Communications",9403,44654,6411,2021-10-24,18.000000,
"SES-2","Luxembourg","SES S.A.","Commercial","Communications",35778,35798,3200,2011-09-21,18.000000,
"SES-3","Luxembourg","SES S.A.","Commercial","Communications",35850,35852,3112,2011-07-15,15.000000,
"SES-4","Luxembourg","SES S.A.","Commercial","Communications",35781,35792,-1,2012-02-14,15.000000,
"SES-5 (Sirius 5, Astra 4B)","Luxembourg","SES S.A.","Commercial","Communications",35783,35791,6007,2012-07-09,15.000000,
"SES-6","Luxembourg","SES S.A.","Commercial","Communications",35757,35816,6140,2013-06-03,15.000000,
"SES-7 (Protostar 2, Indostar 2)","Luxembourg","SES S.A.","Commercial","Communications",35783,35790,4007,2009-05-16,15.000000,
"SES-8","Luxembourg","SES S.A.","Commercial","Communications",35777,35795,3138,2013-12-03,15.000000,
"SES-9","Luxembourg","SES S.A.","Commercial","Communications",35787,35791,5271,2016-03-04,15.000000,
"SGDC (Geostationary Satellite for Communications and Defense)","Brazil","Telebras/Brazilian Air Force","Commercial/Military","Communications",35775,35798,5735,2017-05-04,18.000000,
"Shaonian Xing (Youth Star)","China","Teen Satellite Project","Civil","Technology Development",483,507,3,2018-02-02,-1.000000,
"SHFT (Space-based High Frequency Testbed, Georgen)","USA","Defense Advanced Research Projects Agency (DARPA)","Military","Space Science",495,511,5,2018-12-16,-1.000000,
"Shields 1","USA","NASA Langley Research Center","Government","Technology Development",514,594,4,2018-12-16,-1.000000,
"Shijian 11-01 (SJ-11-01)","China","China Academy of Space Technology (CAST)","Government","Space Science",686,703,-1,2009-11-12,3.000000,
"Shijian 11-02 (SJ-11-02)","China","China Academy of Space Technology (CAST)","Government","Technology Development",686,704,-1,2011-07-29,-1.000000,
"Shijian 11-03 (SJ-11-03)","China","China Academy of Space Technology (CAST)","Government","Technology Development",688,703,-1,2011-07-06,-1.000000,
"Shijian 11-05 (SJ-11-05)","China","China Academy of Space Technology (CAST)","Government","Technology Development",689,704,-1,2013-07-15,-1.000000,
"Shijian 11-06 (SJ-11-06)","China","China Academy of Space Technology (CAST)","Government","Technology Development",688,704,-1,2014-03-31,-1.000000,
"Shijian 11-07 (SJ-11-07)","China","China Academy of Space Technology (CAST)","Government","Technology Development",687,705,-1,2014-09-28,-1.000000,
"Shijian 11-08 (SJ-11-08)","China","China Academy of Space Technology (CAST)","Government","Technology Development",690,705,-1,2014-10-27,-1.000000,
"Shijian 12 (SJ-12)","China","China Academy of Space Technology (CAST)","Government","Technology Development",583,601,-1,2010-06-15,-1.000000,
"Shijian 13 (SJ-13)","China","China Academy of Space Technology (CAST)","Government","Technology Development",35756,35816,4600,2017-04-12,-1.000000,
"Shijian 15 (SJ-15)","China","China Academy of Space Technology (CAST)","Government","Technology Development",661,673,-1,2013-07-19,-1.000000,
"Shijian 16-01 (SJ-16)","China","China Academy of Space Technology (CAST)","Government","Technology Development",599,616,-1,2013-10-25,-1.000000,
"Shijian 16-02","China","China Academy of Space Technology (CAST)","Government","Technology Development",338,594,-1,2016-06-29,-1.000000,
"Shijian 17","China","China Satellite Communication Corp. (China Satcom)","Government","Technology Development",35777,35796,3800,2016-11-03,-1.000000,
"Shijian 20","China","China Aerospace Science and Technology Corporation (CASC)","Government","Technology Development",35751,35824,7600,2019-12-27,20.000000,
"Shijian 21","China","China Aerospace Science and Technology Corporation (CASC)","Government","Technology Development",35861,35887,5000,2021-10-24,-1.000000,
"Shijian 6-05A","China","China Academy of Space Technology (CAST)","Government","Earth Observation",456,470,-1,2021-10-10,-1.000000,
"Shijian 6-05B","China","China Academy of Space Technology (CAST)","Government","Earth Observation",454,468,-1,2021-10-10,-1.000000,
"Shijian 6A (SJ-6A, Dong Fang Hong 60)","China","China Academy of Space Technology (CAST)","Government","Space Science",579,606,-1,2004-09-08,2.000000,
"Shijian 6B (SJ-6B)","China","China Academy of Space Technology (CAST)","Government","Space Science",587,598,-1,2004-09-08,2.000000,
"Shijian 6C (SJ-6-02A)","China","China Academy of Space Technology (CAST)","Government","Space Science",591,594,-1,2006-10-23,-1.000000,
"Shijian 6D (SJ-6-02B)","China","China Academy of Space Technology (CAST)","Government","Space Science",594,595,-1,2006-10-23,-1.000000,
"Shijian 6E (SJ6-03A, SJ-6E)","China","China Academy of Space Technology (CAST)","Government","Space Science",581,607,-1,2008-10-25,3.000000,
"Shijian 6F (SJ6-03B, SJ-6F)","China","China Academy of Space Technology (CAST)","Government","Space Science",578,603,-1,2008-10-25,3.000000,
"Shijian 6G (SJ6-04A)","China","China Academy of Space Technology (CAST)","Government","Earth Observation",584,603,-1,2010-10-06,-1.000000,
"Shijian 6H (SJ6_04B)","China","China Academy of Space Technology (CAST)","Government","Earth Observation",586,602,-1,2010-10-06,-1.000000,
"Shijian 7 (SJ7, Dong Fang Hong 65)","China","China Academy of Space Technology (CAST)","Government","Space Science",534,591,-1,2005-07-05,3.000000,
"Shijian 9A (SJ 9A)","China","Shanghai Academy of Spaceflight Technology","Government","Technology Development",623,650,-1,2012-10-14,-1.000000,
"Shijian 9B (SJ 9B)","China","Shanghai Academy of Spaceflight Technology","Government","Technology Development",624,651,-1,2012-10-14,-1.000000,
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)","China","China Academy of Space Technology (CAST)","Government","Earth Observation",586,601,204,2004-04-18,-1.000000,
"Shiyan 11 (SY11, Experimental Satellite 11)","China","China Academy of Space Technology (CAST)","Government","Technology Development",489,502,200,2021-11-24,-1.000000,
"Shiyan 12-01","China","China Academy of Space Technology (CAST)","Government","Technology Development",35784,35787,3000,2021-12-23,-1.000000,
"Shiyan 12-02","China","China Academy of Space Technology (CAST)","Government","Technology Development",35784,35787,3000,2021-12-23,-1.000000,
"Shiyan 13","China","China Academy of Space Technology (CAST)","Government","Technology Development",468,493,500,2022-01-17,-1.000000,
"Shiyan 3 (SY3, Experimental Satellite 3)","China","China Academy of Space Technology (CAST)","Government","Earth Observation",785,803,300,2008-11-05,-1.000000,
"Shiyan 4 (SY4, Experimental Satellite 4)","China","China Academy of Space Technology (CAST)","Government","Earth Observation",784,802,300,2011-11-20,-1.000000,
"Shiyan 5 (SY5, Experimental Satellite 5)","China","China Academy of Space Technology (CAST)","Government","Earth Observation",739,755,204,2013-11-25,-1.000000,
"Shiyan 6-01 (SY6-01, Experimental Satellite 6-01)","China","China Academy of Space Technology (CAST)","Government","Space Science",488,504,-1,2018-11-19,-1.000000,
"Shiyan 6-02 (SY6-02, Experimental Satellite 6-02)","China","China Academy of Space Technology (CAST)","Government","Space Science",686,706,-1,2020-07-04,-1.000000,
"Shiyan 6-03 (SY6-03, Experimental Satellite 6-03)","China","China Academy of Space Technology (CAST)","Government","Technology Development",989,1001,1500,2021-04-08,-1.000000,
"Shiyan 7 (SY7, Experimental Satellite 7)","China","China Academy of Space Technology (CAST)","Military","Technology Development",668,672,-1,2013-07-19,-1.000000,
"Shiyan 9 (SY9, Experimental Satellite 9)","China","China Academy of Space Technology (CAST)","Government","Technology Development",483,35835,5000,2021-03-12,-1.000000,
"Sich-2-1 (Sich 2-30)","Ukraine","National Space Program","Government","Earth Observation",522,535,170,2022-01-13,-1.000000,
"Sicral 1A","Italy","Italian Defense Ministry","Military","Communications",35769,35802,2596,2001-02-07,12.000000,
"Sicral 1B","Italy","Italian Defense Ministry/Telespazio","Military/Commercial","Communications",35788,35802,3038,2009-04-20,12.000000,
